Data Statistik Produksi Perikanan Perikanan Tangkap Perairan Darat
Tahun,Provinsi,Kabupaten/Kota,Jenis Perairan,Jenis Kapal,Jenis Alat Tangkap,Kelompok,Volume Produksi (Ton),Nilai Produksi (Rp 000)
2023,ACEH,ACEH BARAT,SUNGAI,NTP,ANCO,NILA,22.66,724960
2023,ACEH,ACEH BARAT,SUNGAI,NTP,ANCO,NILEM,9.67,290130
2023,ACEH,ACEH BARAT,SUNGAI,NTP,BUBU,GABUS,3.24,113260
2023,ACEH,ACEH BARAT,SUNGAI,NTP,BUBU,LELE,21.44,600432
2023,ACEH,ACEH BARAT,SUNGAI,NTP,BUBU,NILA,5.89,188544
2023,ACEH,ACEH BARAT,SUNGAI,NTP,BUBU,NILEM,2.52,75630
2023,ACEH,ACEH BARAT,SUNGAI,NTP,BUBU,UDANG,0.85,33800
2023,ACEH,ACEH BARAT,SUNGAI,NTP,JALA TEBAR,NILA,4.23,135200
2023,ACEH,ACEH BARAT,SUNGAI,NTP,JALA TEBAR,NILEM,2.06,61800
2023,ACEH,ACEH BARAT,SUNGAI,NTP,JALA TEBAR,UDANG,0.64,25680
2023,ACEH,ACEH BARAT,SUNGAI,NTP,PANCING BERJORAN,UDANG,3.27,130680
2023,ACEH,ACEH BARAT,SUNGAI,NTP,PANCING ULUR,GABUS,14.96,523425
2023,ACEH,ACEH BARAT,SUNGAI,PTM,ANCO,NILA,23.72,759136
2023,ACEH,ACEH BARAT,SUNGAI,PTM,ANCO,NILEM,13.66,409770
2023,ACEH,ACEH BARAT,SUNGAI,PTM,BUBU,GABUS,3.47,121415
2023,ACEH,ACEH BARAT,SUNGAI,PTM,BUBU,LELE,23.81,666736
2023,ACEH,ACEH BARAT,SUNGAI,PTM,BUBU,NILA,5.51,176416
2023,ACEH,ACEH BARAT,SUNGAI,PTM,BUBU,NILEM,2.88,86460
2023,ACEH,ACEH BARAT,SUNGAI,PTM,BUBU,UDANG,0.86,34360
2023,ACEH,ACEH BARAT,SUNGAI,PTM,JALA TEBAR,NILA,2.97,95040
2023,ACEH,ACEH BARAT,SUNGAI,PTM,JALA TEBAR,NILEM,1.43,42780
2023,ACEH,ACEH BARAT,SUNGAI,PTM,JALA TEBAR,UDANG,0.44,17640
2023,ACEH,ACEH BARAT,SUNGAI,PTM,PANCING BERJORAN,UDANG,3.93,157080
2023,ACEH,ACEH BARAT,SUNGAI,PTM,PANCING ULUR,GABUS,25.08,877940
2023,ACEH,ACEH BARAT,SUNGAI,PTM,PANCING ULUR,LELE,6.93,193900
2023,ACEH,ACEH BARAT,SUNGAI,PTM,PANCING ULUR,NILA,8.28,264960
2023,ACEH,ACEH BARAT,SUNGAI,PTM,PANCING ULUR,UDANG,1.23,49040
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,BUBU,KEPITING,5.58,390530
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BELANAK,0.66,6620
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",KACI-KACI,0.44,20715
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",MUJAIR,0.28,8805
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",PATUNG,1.38,13800
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEPAT,0.39,8405
2023,ACEH,ACEH BARAT DAYA,SUNGAI,PTM,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,0.17,2248
2023,ACEH,ACEH BESAR,SUNGAI,NTP,BUBU,GURAMI,1.01,54778
2023,ACEH,ACEH BESAR,SUNGAI,NTP,BUBU,LELE,1.07,32160
2023,ACEH,ACEH BESAR,SUNGAI,NTP,BUBU,MAS,1.24,44738
2023,ACEH,ACEH BESAR,SUNGAI,NTP,BUBU,NILA,1.13,38376
2023,ACEH,ACEH BESAR,SUNGAI,NTP,BUBU,SIDAT,1.18,116663
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JALA TEBAR,GURAMI,2.88,155520
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JALA TEBAR,LELE,3.04,91080
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JALA TEBAR,MAS,3.52,126576
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JALA TEBAR,NILA,3.20,108664
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JALA TEBAR,SIDAT,3.36,330566
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JARING INSANG LINGKAR,GURAMI,4.57,246876
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JARING INSANG LINGKAR,LELE,4.82,144630
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JARING INSANG LINGKAR,MAS,5.33,191994
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JARING INSANG LINGKAR,NILA,5.58,189941
2023,ACEH,ACEH BESAR,SUNGAI,NTP,JARING INSANG LINGKAR,SIDAT,5.08,500148
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING BERJORAN,GURAMI,6.60,356703
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING BERJORAN,LELE,6.95,208500
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING BERJORAN,MAS,7.65,275385
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING BERJORAN,NILA,6.26,212805
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING BERJORAN,SIDAT,7.30,718993
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING ULUR,GURAMI,5.67,306232
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING ULUR,LELE,5.96,178920
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING ULUR,MAS,6.56,236346
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING ULUR,NILA,5.37,182662
2023,ACEH,ACEH BESAR,SUNGAI,NTP,PANCING ULUR,SIDAT,6.26,616874
2023,ACEH,ACEH BESAR,WADUK,NTP,BUBU,GURAMI,0.53,28820
2023,ACEH,ACEH BESAR,WADUK,NTP,BUBU,LELE,0.56,16860
2023,ACEH,ACEH BESAR,WADUK,NTP,BUBU,MAS,0.65,23384
2023,ACEH,ACEH BESAR,WADUK,NTP,BUBU,NILA,0.59,20079
2023,ACEH,ACEH BESAR,WADUK,NTP,BUBU,SIDAT,0.62,61143
2023,ACEH,ACEH BESAR,WADUK,NTP,JALA TEBAR,GURAMI,1.69,91236
2023,ACEH,ACEH BESAR,WADUK,NTP,JALA TEBAR,LELE,1.78,53460
2023,ACEH,ACEH BESAR,WADUK,NTP,JALA TEBAR,MAS,2.06,74272
2023,ACEH,ACEH BESAR,WADUK,NTP,JALA TEBAR,NILA,1.88,63756
2023,ACEH,ACEH BESAR,WADUK,NTP,JALA TEBAR,SIDAT,1.97,193903
2023,ACEH,ACEH BESAR,WADUK,NTP,JARING INSANG LINGKAR,GURAMI,5.44,293847
2023,ACEH,ACEH BESAR,WADUK,NTP,JARING INSANG LINGKAR,LELE,5.74,172320
2023,ACEH,ACEH BESAR,WADUK,NTP,JARING INSANG LINGKAR,MAS,6.35,228475
2023,ACEH,ACEH BESAR,WADUK,NTP,JARING INSANG LINGKAR,NILA,6.66,226208
2023,ACEH,ACEH BESAR,WADUK,NTP,JARING INSANG LINGKAR,SIDAT,6.05,595602
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING BERJORAN,GURAMI,2.69,145822
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING BERJORAN,LELE,2.84,85050
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING BERJORAN,MAS,3.12,112687
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING BERJORAN,NILA,2.55,87166
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING BERJORAN,SIDAT,2.98,294006
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING ULUR,GURAMI,2.75,148267
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING ULUR,LELE,2.89,86820
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING ULUR,MAS,3.19,114388
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING ULUR,NILA,2.61,88368
2023,ACEH,ACEH BESAR,WADUK,NTP,PANCING ULUR,SIDAT,3.04,299086
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,BUBU,KEPITING,274.20,15081000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG BERLAPIS, JARING KLITIK",BELANAK,131.00,3013000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG BERLAPIS, JARING KLITIK",GABUS,101.00,3030000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG BERLAPIS, JARING KLITIK",KEPITING,86.00,4730000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG BERLAPIS, JARING KLITIK",NILA,132.00,4620000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BELANAK,277.00,6371000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,273.00,8190000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",NILA,452.60,15841000
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,PANCING ULUR,GABUS,335.92,10077600
2023,ACEH,ACEH JAYA,SUNGAI,MT_0005,PANCING ULUR,NILA,423.20,14812000
2023,ACEH,ACEH JAYA,SUNGAI,PTM,JALA TEBAR,BELANAK,115.40,2654200
2023,ACEH,ACEH JAYA,SUNGAI,PTM,JALA TEBAR,NILA,139.00,4865000
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,ANCO,MUJAIR,2.93,73250
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,ANCO,NILA,2.85,71250
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,GABUS,2.61,104200
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,LELE,6.40,159925
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,MUJAIR,3.13,78150
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,NILA,2.92,72875
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,SIDAT,1.48,66735
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,BUBU,UDANG,1.12,67080
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,JALA TEBAR,JELAWAT,1.18,41125
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,JALA TEBAR,MUJAIR,1.62,40400
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,JALA TEBAR,NILA,1.55,38850
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,JALA TEBAR,UDANG,1.94,116160
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,5.33,213000
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",JELAWAT,3.92,137025
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",LELE,3.82,95450
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",MUJAIR,4.10,102500
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILA,3.94,98525
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,"JARING INSANG TETAP, JARING LIONG BUN",UDANG,2.73,163620
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,PANCING BERJORAN,GABUS,4.03,161080
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,PANCING BERJORAN,LELE,1.52,38000
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,PANCING BERJORAN,MUJAIR,1.70,42500
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,PANCING BERJORAN,NILA,1.68,42100
2023,ACEH,ACEH SELATAN,SUNGAI,NTP,PANCING BERJORAN,SIDAT,2.05,92340
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,ANCO,MUJAIR,1.40,35050
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,GABUS,1.09,43520
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,LELE,1.43,35625
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,MUJAIR,0.90,22400
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,NILA,0.44,10875
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,SIDAT,0.63,28125
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,BUBU,UDANG,0.25,15000
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,JALA TEBAR,JELAWAT,0.64,22260
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,JALA TEBAR,MUJAIR,0.94,23500
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,JALA TEBAR,NILA,0.68,16975
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,JALA TEBAR,UDANG,1.18,70740
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,1.05,41800
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",JELAWAT,0.79,27615
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.66,16600
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MUJAIR,0.85,21250
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILA,0.71,17750
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",UDANG,0.30,18120
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING BERJORAN,GABUS,1.55,62120
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING ULUR,GABUS,2.18,87160
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING ULUR,LELE,3.64,90925
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING ULUR,MUJAIR,1.87,46650
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING ULUR,NILA,1.64,41000
2023,ACEH,ACEH SELATAN,SUNGAI,PTM,PANCING ULUR,SIDAT,0.69,31185
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,GURAMI,2.82,79016
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,MUJAIR,2.77,69300
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,NILA,3.39,74580
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,NILEM,2.39,31122
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,SELUANG,2.04,36720
2023,ACEH,ACEH SINGKIL,DANAU,PTM,JALA TEBAR,SEPAT,0.72,5744
2023,ACEH,ACEH SINGKIL,DANAU,PTM,PANCING ULUR,GURAMI,0.89,22064
2023,ACEH,ACEH SINGKIL,DANAU,PTM,PANCING ULUR,MUJAIR,1.47,36750
2023,ACEH,ACEH SINGKIL,DANAU,PTM,PANCING ULUR,NILA,1.27,27940
2023,ACEH,ACEH SINGKIL,DANAU,PTM,PANCING ULUR,NILEM,0.64,8320
2023,ACEH,ACEH SINGKIL,DANAU,PTM,PANCING ULUR,SEPAT,1.54,12320
2023,ACEH,ACEH SINGKIL,RAWA,PTM,BUBU,BELUT TAWAR,4.52,158200
2023,ACEH,ACEH SINGKIL,RAWA,PTM,BUBU,GABUS,2.24,67200
2023,ACEH,ACEH SINGKIL,RAWA,PTM,BUBU,SEPAT,0.05,400
2023,ACEH,ACEH SINGKIL,RAWA,PTM,BUBU,SIDAT,3.03,242400
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,BUBU,BAUNG,5.05,100998
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,BUBU,BELUT TAWAR,15.02,525700
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,BUBU,GABUS,13.72,411600
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,BUBU,LELE,21.02,1015500
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,BUBU,PATIN,6.24,93600
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,BAUNG,2.59,51798
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,GABUS,3.07,92100
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,MUJAIR,0.57,14250
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,NILEM,2.24,29120
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,PATIN,0.25,3750
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,SELUANG,0.48,8640
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,SEMAH,4.24,296800
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,SEPAT,0.70,5600
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,TAWES,0.52,6760
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,JARING INSANG BERPANCANG,UDANG,4.24,212000
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",GURAMI,11.77,329560
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",MUJAIR,11.35,283750
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILA,11.33,283250
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILEM,6.64,86320
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SELUANG,5.61,100980
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEMAH,19.19,1343300
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",SEPAT,16.01,128080
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,3.78,49140
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,7.88,157597
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,11.17,335100
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",MUJAIR,9.42,235500
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEMAH,15.40,1078000
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,7.94,63520
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",UDANG,26.11,1305500
2023,ACEH,ACEH SINGKIL,SUNGAI,MT_0005,PENGGARUK BERKAPAL,KERANG,44.88,673200
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,GABUS,0.69,20580
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,NILA,1.13,28350
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,NILEM,0.96,12532
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,SEMAH,0.70,49280
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,SEPAT,1.17,9360
2023,ACEH,ACEH SINGKIL,SUNGAI,NTP,JALA TEBAR,TAWES,0.91,11830
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,BUBU,BELUT TAWAR,15.88,555870
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,BUBU,GABUS,0.40,12000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,BUBU,LELE,12.85,624250
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,BUBU,SEPAT,1.40,11200
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,BUBU,SIDAT,1.70,136000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,GABUS,1.30,39000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,GURAMI,1.00,28000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,MUJAIR,1.57,39250
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,NILA,2.00,50050
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,NILEM,1.80,23400
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,SEMAH,3.47,243180
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,SEPAT,2.44,19520
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JALA TEBAR,TAWES,2.25,29302
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,BAUNG,1.32,26399
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,GABUS,2.30,69000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,LELE,0.40,22000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,NILA,0.32,8000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,NILEM,1.00,13000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,SEMAH,3.50,245000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,SEPAT,1.01,8080
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,JARING INSANG BERPANCANG,UDANG,4.67,233500
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,7.58,151596
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,3.97,119100
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MUJAIR,3.64,91000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEMAH,3.07,214900
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,2.49,19920
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,"JARING INSANG TETAP, JARING LIONG BUN",UDANG,13.00,650000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,BAUNG,2.57,51399
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,GABUS,2.88,86400
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,GURAMI,3.22,90160
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,MUJAIR,5.14,128500
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,NILA,5.32,133000
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,NILEM,0.16,2080
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,SEMAH,5.75,402500
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,SEPAT,2.98,23840
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PANCING ULUR,TAWES,1.10,14300
2023,ACEH,ACEH SINGKIL,SUNGAI,PTM,PENGGARUK BERKAPAL,KERANG,28.64,429660
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,BUBU,LOBSTER TAWAR,2.58,108528
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,BUBU,MAS,0.06,3300
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",DEPIK,1.11,177920
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",KENDIA,1.36,81540
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",MAS,3.55,236280
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",NILA,27.86,709118
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,0.82,16360
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SELUANG,2.29,54840
2023,ACEH,ACEH TENGAH,DANAU,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEMAH,0.08,15400
2023,ACEH,ACEH TENGAH,DANAU,NTP,ANCO,SELUANG,1.27,30576
2023,ACEH,ACEH TENGAH,DANAU,NTP,ANCO,UDANG,0.07,1584
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,KENDIA,0.21,12360
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,LELE,0.39,23640
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,LOBSTER TAWAR,5.74,241038
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,MAS,0.26,15780
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,NILEM,0.01,160
2023,ACEH,ACEH TENGAH,DANAU,NTP,BUBU,SELUANG,1.09,26112
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,GABUS,0.03,1350
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,LELE,0.02,900
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,MAS,0.09,6880
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,NILA,0.09,2272
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,SEMAH,0.07,13800
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANAH,SIDAT,0.05,10800
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,GABUS,0.51,25700
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,MAS,0.13,10240
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,NILA,0.68,16965
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,NILEM,0.01,140
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,SEMAH,0.05,10200
2023,ACEH,ACEH TENGAH,DANAU,NTP,PANCING BERJORAN,SIDAT,0.01,2000
2023,ACEH,ACEH TENGAH,DANAU,NTP,PENGGARUK TANPA KAPAL,REMIS,0.66,9900
