Data Statistik Produksi Perikanan Perikanan Tangkap Perairan Darat
Tahun,Provinsi,Kabupaten/Kota,Jenis Perairan,Jenis Kapal,Jenis Alat Tangkap,Kelompok,Volume Produksi (Ton),Nilai Produksi (Rp 000)
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,BUBU,SELUANG,0.40,12120
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,BUBU,SEPAT,0.64,19080
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,JALA TEBAR,BAUNG,0.91,63420
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,JALA TEBAR,GABUS,1.81,112190
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,JALA TEBAR,GURAMI,0.65,19350
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,JALA TEBAR,SELUANG,0.95,28410
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,JALA TEBAR,SEPAT,0.72,21480
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,PANCING BERJORAN,GABUS,1.62,100670
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,PANCING ULUR,BAUNG,0.99,69090
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,PANCING ULUR,GABUS,1.98,122440
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,PANCING ULUR,GURAMI,0.70,20970
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,PANCING ULUR,SEPAT,0.78,23460
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,SESER,BAUNG,1.48,103530
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,SESER,GABUS,2.96,182985
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,SESER,GURAMI,1.05,31590
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,SESER,SELUANG,0.74,22230
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,NTP,SESER,SEPAT,1.17,34950
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,ANCO,BAUNG,0.64,44660
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,ANCO,GURAMI,0.46,13860
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,ANCO,SELUANG,0.32,9570
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,ANCO,SEPAT,0.50,14910
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,BUBU,BAUNG,1.00,70000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,BUBU,GABUS,2.00,122815
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,BUBU,GURAMI,0.72,21570
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,BUBU,SELUANG,0.50,15000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,BUBU,SEPAT,0.78,23400
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,JALA TEBAR,BAUNG,1.45,101640
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,JALA TEBAR,GABUS,2.90,178355
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,JALA TEBAR,GURAMI,1.05,31380
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,JALA TEBAR,SELUANG,1.89,56820
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,JALA TEBAR,SEPAT,1.13,34020
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,PANCING BERJORAN,GABUS,1.28,78430
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,PANCING ULUR,BAUNG,2.34,163730
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,PANCING ULUR,GABUS,4.68,285040
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,PANCING ULUR,GURAMI,1.71,51240
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,PANCING ULUR,SEPAT,1.80,54060
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,SESER,BAUNG,1.04,72940
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,SESER,GABUS,2.08,127980
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,SESER,GURAMI,0.75,22410
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,SESER,SELUANG,0.52,15690
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,RAWA,PTM,SESER,SEPAT,0.81,24390
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,ANCO,BAUNG,8.30,581000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,ANCO,GURAMI,5.87,176100
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,ANCO,SELUANG,4.15,124530
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,ANCO,SEPAT,6.58,197340
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,BUBU,BAUNG,8.37,585900
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,BUBU,GABUS,16.74,1028820
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,BUBU,GURAMI,6.03,180990
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,BUBU,SELUANG,4.19,125550
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,BUBU,SEPAT,6.52,195660
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,JALA TEBAR,BAUNG,8.33,583100
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,JALA TEBAR,GABUS,16.66,1032830
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,JALA TEBAR,GURAMI,5.91,177330
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,JALA TEBAR,SELUANG,7.99,239640
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,JALA TEBAR,SEPAT,6.58,197430
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,PANCING BERJORAN,GABUS,16.60,1031160
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,PANCING ULUR,BAUNG,7.64,535080
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,PANCING ULUR,GABUS,15.29,949015
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,PANCING ULUR,GURAMI,5.41,162390
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,PANCING ULUR,SEPAT,6.05,181530
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,SESER,BAUNG,7.41,518840
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,SESER,GABUS,14.83,921250
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,SESER,GURAMI,5.24,157170
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,SESER,SELUANG,3.71,111210
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,NTP,SESER,SEPAT,5.88,176370
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,ANCO,BAUNG,11.09,776510
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,ANCO,GURAMI,7.97,238980
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,ANCO,SELUANG,5.55,166410
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,ANCO,SEPAT,8.68,260250
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,BUBU,BAUNG,9.98,698250
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,BUBU,GABUS,19.95,1234400
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,BUBU,GURAMI,7.11,213210
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,BUBU,SELUANG,4.99,149640
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,BUBU,SEPAT,7.86,235710
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,JALA TEBAR,BAUNG,10.90,763000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,JALA TEBAR,GABUS,21.80,1339600
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,JALA TEBAR,GURAMI,7.86,235740
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,JALA TEBAR,SELUANG,8.57,257130
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,JALA TEBAR,SEPAT,8.49,254700
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,PANCING BERJORAN,GABUS,22.19,1366440
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,PANCING ULUR,BAUNG,6.24,436800
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,PANCING ULUR,GABUS,12.48,771780
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,PANCING ULUR,GURAMI,4.45,133530
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,PANCING ULUR,SEPAT,4.91,147270
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,SESER,BAUNG,8.98,628390
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,SESER,GABUS,17.95,1103215
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,SESER,GURAMI,6.47,194070
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,SESER,SELUANG,4.49,134670
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SUNGAI,PTM,SESER,SEPAT,6.99,209820
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,BAUNG,1.14,68160
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,BETOK,7.31,328815
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,GABUS,0.14,8580
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,GURAMI,9.84,393520
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,LELE,3.13,78150
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,PATIN,6.44,349655
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,SELUANG,10.34,258400
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,ANCO,SEPAT,8.43,252840
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,BAUNG,5.70,342240
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,BETOK,18.51,832950
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,GABUS,15.46,1045340
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,GURAMI,15.61,624440
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,LELE,20.76,518875
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,PATIN,16.71,735950
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,SELUANG,22.15,553850
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,BUBU,SEPAT,23.78,713310
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,BAUNG,6.78,406560
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,BETOK,2.74,123345
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,GABUS,12.56,812360
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,GURAMI,3.14,125640
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,LELE,1.93,48150
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,PATIN,13.09,408850
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,SELUANG,2.31,57850
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,JALA TEBAR,SEPAT,4.94,148260
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,NTP,PANCING BERJORAN,GABUS,0.56,33600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,BAUNG,2.14,128160
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,BETOK,5.71,256950
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,GABUS,1.60,125600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,GURAMI,8.81,352200
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,LELE,4.99,124700
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,PATIN,8.27,333150
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,SELUANG,8.20,204875
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,ANCO,SEPAT,7.46,223650
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,BAUNG,2.69,161400
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,BETOK,8.44,379755
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,GABUS,7.33,473340
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,GURAMI,12.54,501600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,LELE,10.15,253825
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,PATIN,6.75,247900
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,SELUANG,5.11,127750
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,BUBU,SEPAT,12.03,361020
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,BAUNG,9.44,566100
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,BETOK,12.89,580050
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,GABUS,34.80,2247040
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,GURAMI,11.99,479720
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,LELE,8.16,203900
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,PATIN,34.17,1470690
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,SELUANG,4.14,103475
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,JALA TEBAR,SEPAT,13.09,392700
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,DANAU,PTM,PANCING BERJORAN,GABUS,2.12,126960
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,BAUNG,11.00,660000
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,BETOK,10.31,463815
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,GABUS,5.29,412300
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,GURAMI,14.18,567200
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,LELE,8.08,201875
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,PATIN,17.69,756125
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,SELUANG,13.54,338400
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,ANCO,SEPAT,13.69,410610
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,BAUNG,8.83,529980
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,BETOK,12.35,555525
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,GABUS,13.94,921840
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,GURAMI,12.68,507200
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,LELE,13.97,349200
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,PATIN,17.38,797760
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,SELUANG,9.16,229050
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,BUBU,SEPAT,14.83,444900
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,BAUNG,9.09,545580
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,BETOK,6.71,302085
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,GABUS,15.54,952960
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,GURAMI,4.82,192600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,LELE,4.01,100350
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,PATIN,12.62,517340
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,SELUANG,6.35,158625
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,JALA TEBAR,SEPAT,9.97,299040
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,NTP,PANCING BERJORAN,GABUS,7.20,431820
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,BAUNG,0.42,24900
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,BETOK,2.30,103500
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,GABUS,0.39,23520
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,GURAMI,3.38,135360
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,LELE,0.59,14750
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,PATIN,1.26,53075
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,SELUANG,4.74,118500
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,ANCO,SEPAT,3.86,115650
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,BAUNG,5.11,306480
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,BETOK,15.53,698850
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,GABUS,11.37,748500
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,GURAMI,17.47,698600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,LELE,15.60,389950
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,PATIN,13.25,593415
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,SELUANG,8.61,215325
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,BUBU,SEPAT,18.82,564720
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,BAUNG,10.46,627720
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,BETOK,3.03,136170
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,GABUS,23.48,1434760
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,GURAMI,3.96,158200
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,LELE,7.06,176375
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,PATIN,13.96,520400
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,SELUANG,5.91,147625
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,JALA TEBAR,SEPAT,6.52,195450
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,RAWA,PTM,PANCING BERJORAN,GABUS,0.40,23700
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,BAUNG,10.55,633000
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,BETOK,8.77,394650
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,GABUS,20.37,1331660
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,GURAMI,8.04,321640
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,LELE,6.91,172750
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,PATIN,22.83,1028250
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,SELUANG,6.04,151100
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,JALA TEBAR,SEPAT,7.56,226650
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,21.95,1316880
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BETOK,2.82,126900
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,5.60,335700
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,3.84,153600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",LELE,2.70,67500
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",PATIN,33.70,1978250
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SELUANG,25.87,646750
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,21.40,641850
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,BAUNG,0.81,48600
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,BETOK,3.31,148725
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,GABUS,0.33,19560
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,GURAMI,3.65,146000
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,LELE,0.51,12750
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,PATIN,1.45,71425
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,SELUANG,3.18,79450
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,ANCO,SEPAT,4.19,125640
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,BUBU,BAUNG,6.06,363480
2022,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,SUNGAI,NTP,BUBU,BETOK,14.21,639450
