Data Statistik Produksi Perikanan Budi Daya Ikan Hias
Tahun,Provinsi,Kabupaten/Kota,Kelompok Ikan,Jenis Ikan Hias,Volume Produksi (Ekor),Nilai Produksi (Rp Juta)
2022,SUMATERA SELATAN,KOTA LUBUK LINGGAU,GUPI,Ikan Hias Air Tawar,71900,215700000
2022,SUMATERA SELATAN,KOTA LUBUK LINGGAU,KOKI,Ikan Hias Air Tawar,33500,273500000
2022,SUMATERA SELATAN,KOTA LUBUK LINGGAU,KOMET,Ikan Hias Air Tawar,57900,289500000
2022,SUMATERA SELATAN,KOTA LUBUK LINGGAU,MAS,Ikan Hias Air Tawar,83600,3116000000
2022,SUMATERA SELATAN,KOTA LUBUK LINGGAU,MOLI,Ikan Hias Air Tawar,36600,109800000
2022,SUMATERA SELATAN,KOTA PAGAR ALAM,CUPANG,Ikan Hias Air Tawar,1835,9175000
2022,SUMATERA SELATAN,KOTA PAGAR ALAM,KOKI,Ikan Hias Air Tawar,4209,36072000
2022,SUMATERA SELATAN,KOTA PAGAR ALAM,KOMET,Ikan Hias Air Tawar,4585,45850000
2022,SUMATERA SELATAN,KOTA PAGAR ALAM,LOBSTER TAWAR,Ikan Hias Air Tawar,1906,9530000
2022,SUMATERA SELATAN,KOTA PAGAR ALAM,MAS,Ikan Hias Air Tawar,5373,53730000
2022,SUMATERA SELATAN,KOTA PALEMBANG,CUPANG,Ikan Hias Air Tawar,83920,419600000
2022,SUMATERA SELATAN,KOTA PALEMBANG,KOKI,Ikan Hias Air Tawar,173300,2599500000
2022,SUMATERA SELATAN,KOTA PALEMBANG,MAS,Ikan Hias Air Tawar,139320,2089800000
2022,SUMATERA SELATAN,KOTA PRABUMULIH,CUPANG,Ikan Hias Air Tawar,17000,85000000
2022,SUMATERA SELATAN,MUARA ENIM,ANGELFISH,Ikan Hias Air Tawar,33024,165120000
2022,SUMATERA SELATAN,MUARA ENIM,CUPANG,Ikan Hias Air Tawar,73618,368090000
2022,SUMATERA SELATAN,MUARA ENIM,GUPI,Ikan Hias Air Tawar,46019,230095000
2022,SUMATERA SELATAN,MUARA ENIM,GURAMI,Ikan Hias Air Tawar,3594,17970000
2022,SUMATERA SELATAN,MUARA ENIM,KOKI,Ikan Hias Air Tawar,26574,132870000
2022,SUMATERA SELATAN,MUARA ENIM,KOMET,Ikan Hias Air Tawar,22597,112985000
2022,SUMATERA SELATAN,MUARA ENIM,LOHAN,Ikan Hias Air Tawar,90,4500000
2022,SUMATERA SELATAN,MUARA ENIM,PLATI,Ikan Hias Air Tawar,41184,123552000
2022,SUMATERA SELATAN,MUSI BANYUASIN,CUPANG,Ikan Hias Air Tawar,4620,26900000
2022,SUMATERA SELATAN,MUSI BANYUASIN,MAS,Ikan Hias Air Tawar,450,45000000
2022,SUMATERA SELATAN,MUSI RAWAS,KOKI,Ikan Hias Air Tawar,635750,2672900000
2022,SUMATERA SELATAN,MUSI RAWAS,KOMET,Ikan Hias Air Tawar,749900,1142200000
2022,SUMATERA SELATAN,MUSI RAWAS,MAS,Ikan Hias Air Tawar,3129350,67718000000
2022,SUMATERA SELATAN,MUSI RAWAS UTARA,CUPANG,Ikan Hias Air Tawar,26750,133750000
2022,SUMATERA SELATAN,MUSI RAWAS UTARA,MAS,Ikan Hias Air Tawar,121900,268180000
2022,SUMATERA SELATAN,OGAN ILIR,ANGELFISH,Ikan Hias Air Tawar,19100,47750000
2022,SUMATERA SELATAN,OGAN ILIR,CUPANG,Ikan Hias Air Tawar,143795,1437950000
2022,SUMATERA SELATAN,OGAN ILIR,GUPI,Ikan Hias Air Tawar,7700,15400000
2022,SUMATERA SELATAN,OGAN ILIR,GURAMI,Ikan Hias Air Tawar,3500,3500000
2022,SUMATERA SELATAN,OGAN ILIR,KOKI,Ikan Hias Air Tawar,800,1600000
2022,SUMATERA SELATAN,OGAN ILIR,KOMET,Ikan Hias Air Tawar,5182,10364000
2022,SUMATERA SELATAN,OGAN ILIR,MAS,Ikan Hias Air Tawar,36000,360000000
2022,SUMATERA SELATAN,OGAN ILIR,MOLI,Ikan Hias Air Tawar,4300,4300000
2022,SUMATERA SELATAN,OGAN ILIR,OSKAR,Ikan Hias Air Tawar,150,300000
2022,SUMATERA SELATAN,OGAN ILIR,PLATI,Ikan Hias Air Tawar,21200,21200000
2022,SUMATERA SELATAN,OGAN ILIR,TETRA,Ikan Hias Air Tawar,300,300000
2022,SUMATERA SELATAN,OGAN KOMERING ILIR,ANGELFISH,Ikan Hias Air Tawar,6630,33150000
2022,SUMATERA SELATAN,OGAN KOMERING ILIR,CUPANG,Ikan Hias Air Tawar,5245,52450000
2022,SUMATERA SELATAN,OGAN KOMERING ILIR,GUPI,Ikan Hias Air Tawar,4880,7320000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,ANGELFISH,Ikan Hias Air Tawar,23770,118850000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,CUPANG,Ikan Hias Air Tawar,83165,831650000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,GUPI,Ikan Hias Air Tawar,78215,234645000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,KOKI,Ikan Hias Air Tawar,3165,15825000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,KOMET,Ikan Hias Air Tawar,3770,18850000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,LOHAN,Ikan Hias Air Tawar,2360,118000000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,MOLI,Ikan Hias Air Tawar,5455,16365000
2022,SUMATERA SELATAN,OGAN KOMERING ULU,PLATI,Ikan Hias Air Tawar,23660,70980000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,CUPANG,Ikan Hias Air Tawar,17250,172500000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,GUPI,Ikan Hias Air Tawar,12000,72000000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,KOMET,Ikan Hias Air Tawar,15000,90000000
2022,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,MAS,Ikan Hias Air Tawar,12000,120000000
2022,SUMATERA UTARA,BATU BARA,CUPANG,Ikan Hias Air Tawar,49200,270600000
2022,SUMATERA UTARA,BATU BARA,GUPI,Ikan Hias Air Tawar,47300,118250000
2022,SUMATERA UTARA,DELI SERDANG,ANGELFISH,Ikan Hias Air Tawar,12,78000
2022,SUMATERA UTARA,DELI SERDANG,BARBUS,Ikan Hias Air Tawar,9,135000
2022,SUMATERA UTARA,DELI SERDANG,CUPANG,Ikan Hias Air Tawar,199,3187000
2022,SUMATERA UTARA,DELI SERDANG,GUPI,Ikan Hias Air Tawar,55,289000
2022,SUMATERA UTARA,DELI SERDANG,GURAMI,Ikan Hias Air Tawar,180,3600000
2022,SUMATERA UTARA,DELI SERDANG,KOKI,Ikan Hias Air Tawar,41498,207490000
2022,SUMATERA UTARA,DELI SERDANG,KOMET,Ikan Hias Air Tawar,9091,45455000
2022,SUMATERA UTARA,DELI SERDANG,MAS,Ikan Hias Air Tawar,26576,398640000
2022,SUMATERA UTARA,DELI SERDANG,MOLI,Ikan Hias Air Tawar,85,425000
2022,SUMATERA UTARA,KOTA BINJAI,CUPANG,Ikan Hias Air Tawar,1068528,5341352000
2022,SUMATERA UTARA,KOTA BINJAI,KEPE-KEPE,Ikan Hias Air Tawar,6920,346000000
2022,SUMATERA UTARA,KOTA BINJAI,KOKI,Ikan Hias Air Tawar,93660,515800000
2022,SUMATERA UTARA,KOTA BINJAI,KOMET,Ikan Hias Air Tawar,74586,372930000
2022,SUMATERA UTARA,KOTA BINJAI,MAS,Ikan Hias Air Tawar,845042,15263075000
2022,SUMATERA UTARA,KOTA BINJAI,MOLI,Ikan Hias Air Tawar,354213,1062639000
2022,SUMATERA UTARA,KOTA BINJAI,TETRA,Ikan Hias Air Tawar,9221,58547000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,ANGELFISH,Ikan Hias Air Tawar,21705,130230000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,ARWANA,Ikan Hias Air Tawar,1356,339000000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,BARBUS,Ikan Hias Air Tawar,11235,11235000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,BLACK GHOST,Ikan Hias Air Tawar,6825,102375000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,CUPANG,Ikan Hias Air Tawar,41365,1034125000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,GUPI,Ikan Hias Air Tawar,8640,8640000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,GURAMI,Ikan Hias Air Tawar,8605,21512500
2022,SUMATERA UTARA,KOTA TEBING TINGGI,KEPE-KEPE,Ikan Hias Air Tawar,8390,251700000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,KOKI,Ikan Hias Air Tawar,9650,28950000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,KOMET,Ikan Hias Air Tawar,9495,28485000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,LOHAN,Ikan Hias Air Tawar,1855,278250000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,MAS,Ikan Hias Air Tawar,18250,63260000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,MOLI,Ikan Hias Air Tawar,22924,114620000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,OSKAR,Ikan Hias Air Tawar,7485,74850000
2022,SUMATERA UTARA,KOTA TEBING TINGGI,TETRA,Ikan Hias Air Tawar,26955,98285000
2022,SUMATERA UTARA,NIAS,MAS,Ikan Hias Air Tawar,4800,96000000
2022,SUMATERA UTARA,TAPANULI TENGAH,CUPANG,Ikan Hias Air Tawar,9500,47500000
2021,ACEH,PIDIE,CUPANG,Ikan Hias Air Tawar,15760,236400000
2021,ACEH,PIDIE,GUPI,Ikan Hias Air Tawar,9550,47750000
2021,ACEH,PIDIE,MAS,Ikan Hias Air Tawar,49060,735900000
2021,ACEH,PIDIE,MOLI,Ikan Hias Air Tawar,26100,208800000
2021,ACEH,PIDIE,PLATI,Ikan Hias Air Tawar,11800,118000000
2021,BALI,BADUNG,ANGELFISH,Ikan Hias Air Tawar,440,1760000
2021,BALI,BADUNG,ARWANA,Ikan Hias Air Tawar,110,22000000
2021,BALI,BANGLI,KOKI,Ikan Hias Air Tawar,3202,130100000
2021,BALI,BANGLI,KOMET,Ikan Hias Air Tawar,100,500000
2021,BALI,BANGLI,MAS,Ikan Hias Air Tawar,64498,4799800000
2021,BALI,BULELENG,KOMET,Ikan Hias Air Tawar,11719,16068000
2021,BALI,BULELENG,MAS,Ikan Hias Air Tawar,8261,152155000
2021,BALI,KARANGASEM,KOMET,Ikan Hias Air Tawar,4300,33800000
2021,BALI,KARANGASEM,MAS,Ikan Hias Air Tawar,16248,81240000
2021,BALI,KOTA DENPASAR,KOKI,Ikan Hias Air Tawar,4350,652500000
2021,BALI,KOTA DENPASAR,KOMET,Ikan Hias Air Tawar,600,900000
2021,BALI,KOTA DENPASAR,MAS,Ikan Hias Air Tawar,4626,9252000
2021,BALI,TABANAN,MAS,Ikan Hias Air Tawar,211001,1055005000
2021,BANTEN,KOTA SERANG,CUPANG,Ikan Hias Air Tawar,12110,1816500000
2021,BANTEN,KOTA SERANG,GUPI,Ikan Hias Air Tawar,1065,83150000
2021,BANTEN,KOTA SERANG,MAS,Ikan Hias Air Tawar,820,82000000
2021,BANTEN,KOTA TANGERANG,BLACK GHOST,Ikan Hias Air Tawar,43590,283335000
2021,BANTEN,KOTA TANGERANG,CUPANG,Ikan Hias Air Tawar,2120262,37806630000
2021,BANTEN,KOTA TANGERANG,GUPI,Ikan Hias Air Tawar,765,2295000
2021,BANTEN,KOTA TANGERANG,MAS,Ikan Hias Air Tawar,4699,46990000
2021,BANTEN,KOTA TANGERANG,PLATI,Ikan Hias Air Tawar,18067,36134000
2021,BANTEN,KOTA TANGERANG SELATAN,ANGELFISH,Ikan Hias Air Tawar,13550,37925000
2021,BANTEN,KOTA TANGERANG SELATAN,BLACK GHOST,Ikan Hias Air Tawar,1076000,1558200000
2021,BANTEN,KOTA TANGERANG SELATAN,CUPANG,Ikan Hias Air Tawar,78335,2585525000
2021,BANTEN,KOTA TANGERANG SELATAN,GUPI,Ikan Hias Air Tawar,4650,28562500
2021,BANTEN,KOTA TANGERANG SELATAN,GURAMI,Ikan Hias Air Tawar,371000,659000000
2021,BANTEN,KOTA TANGERANG SELATAN,IKAN UDANG,Ikan Hias Air Tawar,10130,5478000
2021,BANTEN,KOTA TANGERANG SELATAN,KAKAP,Ikan Hias Air Tawar,7720,4376000
2021,BANTEN,KOTA TANGERANG SELATAN,KEPE-KEPE,Ikan Hias Air Tawar,21400,1625000000
2021,BANTEN,KOTA TANGERANG SELATAN,KOKI,Ikan Hias Air Tawar,2097,224025000
2021,BANTEN,KOTA TANGERANG SELATAN,LOHAN,Ikan Hias Air Tawar,2400,240000000
2021,BANTEN,KOTA TANGERANG SELATAN,MAS,Ikan Hias Air Tawar,71500,10305000000
2021,BANTEN,KOTA TANGERANG SELATAN,MOLI,Ikan Hias Air Tawar,1950,1142500
2021,BANTEN,KOTA TANGERANG SELATAN,RAINBOW,Ikan Hias Air Tawar,57430,81432000
2021,BANTEN,KOTA TANGERANG SELATAN,TETRA,Ikan Hias Air Tawar,3390800,12619530000
2021,BANTEN,LEBAK,CUPANG,Ikan Hias Air Tawar,11330,566500000
2021,BANTEN,PANDEGLANG,ARWANA,Ikan Hias Air Tawar,1475,295000000
2021,BANTEN,PANDEGLANG,CUPANG,Ikan Hias Air Tawar,90855,1362825000
2021,BANTEN,PANDEGLANG,KOMET,Ikan Hias Air Tawar,115164,1151640000
2021,BANTEN,PANDEGLANG,MAS,Ikan Hias Air Tawar,78680,1180200000
2021,BANTEN,TANGERANG,ANGELFISH,Ikan Hias Air Tawar,2930,14650000
2021,BANTEN,TANGERANG,BLACK GHOST,Ikan Hias Air Tawar,440,2200000
2021,BANTEN,TANGERANG,CUPANG,Ikan Hias Air Tawar,210050,3150750000
2021,BANTEN,TANGERANG,GUPI,Ikan Hias Air Tawar,206550,535500000
2021,BANTEN,TANGERANG,IKAN UDANG,Ikan Hias Air Tawar,41100,976500000
2021,BANTEN,TANGERANG,KEPE-KEPE,Ikan Hias Air Tawar,6840,410400000
2021,BANTEN,TANGERANG,KOKI,Ikan Hias Air Tawar,2039500,30592500000
2021,BANTEN,TANGERANG,LOHAN,Ikan Hias Air Tawar,52790,3920300000
2021,BANTEN,TANGERANG,MAS,Ikan Hias Air Tawar,127700,2554000000
2021,BANTEN,TANGERANG,MOLI,Ikan Hias Air Tawar,113180,226360000
2021,BANTEN,TANGERANG,OSKAR,Ikan Hias Air Tawar,6860,189800000
2021,BANTEN,TANGERANG,PLATI,Ikan Hias Air Tawar,46700,46700000
2021,BENGKULU,BENGKULU SELATAN,MAS,Ikan Hias Air Tawar,50000,125000000
2021,BENGKULU,BENGKULU UTARA,KOKI,Ikan Hias Air Tawar,1377,9639000
2021,BENGKULU,BENGKULU UTARA,KOMET,Ikan Hias Air Tawar,2570,15420000
2021,BENGKULU,BENGKULU UTARA,MAS,Ikan Hias Air Tawar,2010,14070000
2021,BENGKULU,KEPAHIANG,CUPANG,Ikan Hias Air Tawar,1260,8820000
2021,BENGKULU,KEPAHIANG,KOMET,Ikan Hias Air Tawar,2114,12684000
2021,BENGKULU,KEPAHIANG,MAS,Ikan Hias Air Tawar,1360,9520000
2021,BENGKULU,KOTA BENGKULU,CUPANG,Ikan Hias Air Tawar,2220,15540000
2021,BENGKULU,KOTA BENGKULU,GUPI,Ikan Hias Air Tawar,1500,4500000
2021,BENGKULU,KOTA BENGKULU,KOKI,Ikan Hias Air Tawar,1220,8540000
2021,BENGKULU,KOTA BENGKULU,MAS,Ikan Hias Air Tawar,1060,7420000
2021,BENGKULU,LEBONG,ANGELFISH,Ikan Hias Air Tawar,2020,6060000
2021,BENGKULU,LEBONG,KOMET,Ikan Hias Air Tawar,295,2065000
2021,BENGKULU,LEBONG,MAS,Ikan Hias Air Tawar,1415,9905000
2021,BENGKULU,REJANG LEBONG,CUPANG,Ikan Hias Air Tawar,2560,15800000
2021,BENGKULU,REJANG LEBONG,KOMET,Ikan Hias Air Tawar,3140,21980000
2021,BENGKULU,REJANG LEBONG,MAS,Ikan Hias Air Tawar,4270,29890000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,ARWANA,Ikan Hias Air Tawar,37600,2820000000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,CUPANG,Ikan Hias Air Tawar,473500,2367500000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,GUPI,Ikan Hias Air Tawar,1000243,2000486000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,KOKI,Ikan Hias Air Tawar,208300,1216505600
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,KOMET,Ikan Hias Air Tawar,279100,558200000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,MAS,Ikan Hias Air Tawar,435450,2000025150
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,MOLI,Ikan Hias Air Tawar,354500,709000000
2021,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,PLATI,Ikan Hias Air Tawar,729300,1458600000
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,CUPANG,Ikan Hias Air Tawar,13382,46837000
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,GUPI,Ikan Hias Air Tawar,48726,73089000
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,KOMET,Ikan Hias Air Tawar,1118,1677000
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,MAS,Ikan Hias Air Tawar,10001,15001500
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,OSKAR,Ikan Hias Air Tawar,100,400000
2021,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,PLATI,Ikan Hias Air Tawar,616,616000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,ANGELFISH,Ikan Hias Air Tawar,17212,117570000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,ARWANA,Ikan Hias Air Tawar,852,42600000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,CUPANG,Ikan Hias Air Tawar,108113,850838000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,GUPI,Ikan Hias Air Tawar,9886,98860000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,IKAN UDANG,Ikan Hias Air Tawar,10996,3298800
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,KOKI,Ikan Hias Air Tawar,6899,21173000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,KOMET,Ikan Hias Air Tawar,5710,2855000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,LOHAN,Ikan Hias Air Tawar,1208,25940000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,MAS,Ikan Hias Air Tawar,11058,250960000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,MOLI,Ikan Hias Air Tawar,4076,1222800
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,PLATI,Ikan Hias Air Tawar,13584,47544000
2021,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,TETRA,Ikan Hias Air Tawar,3300,6600000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,ANGELFISH,Ikan Hias Air Tawar,349,2443000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,CUPANG,Ikan Hias Air Tawar,278444,1392220000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,GUPI,Ikan Hias Air Tawar,491190,736785000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,KOKI,Ikan Hias Air Tawar,18823,94115000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,KOMET,Ikan Hias Air Tawar,41000,123000000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,LOHAN,Ikan Hias Air Tawar,120,12000000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,MAS,Ikan Hias Air Tawar,111470,1025400000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,MOLI,Ikan Hias Air Tawar,256907,513814000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,OSKAR,Ikan Hias Air Tawar,60,168000
2021,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,PLATI,Ikan Hias Air Tawar,398920,398920000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,ANGELFISH,Ikan Hias Air Tawar,85000,340000000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,ARWANA,Ikan Hias Air Tawar,105000,5250000000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,BLACK GHOST,Ikan Hias Air Tawar,980,3430000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,CUPANG,Ikan Hias Air Tawar,97395,486975000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,GABUS,Ikan Hias Air Tawar,26506,132530000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,GUPI,Ikan Hias Air Tawar,388580,971450000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,IKAN UDANG,Ikan Hias Air Tawar,46380,695700000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KEPE-KEPE,Ikan Hias Air Tawar,1040,31200000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KOKI,Ikan Hias Air Tawar,401294,2006470000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KOMET,Ikan Hias Air Tawar,283160,141580000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,LOHAN,Ikan Hias Air Tawar,13973,698650000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,MAS,Ikan Hias Air Tawar,8711401,87114010000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,MOLI,Ikan Hias Air Tawar,137960,68980000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,OSKAR,Ikan Hias Air Tawar,10910,545500000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,PLATI,Ikan Hias Air Tawar,166890,83445000
2021,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,TETRA,Ikan Hias Air Tawar,5200,26000000
2021,DKI JAKARTA,ADM. KEP. SERIBU,NEMO,Ikan Hias Air Laut,4004,80080000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,ANGELFISH,Ikan Hias Air Tawar,9270,18540000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,CUPANG,Ikan Hias Air Tawar,292170,1697995000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,GUPI,Ikan Hias Air Tawar,213255,213255000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,IKAN UDANG,Ikan Hias Air Tawar,63300,94950000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,KOKI,Ikan Hias Air Tawar,5180,10360000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,MAS,Ikan Hias Air Tawar,46470,697050000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,MOLI,Ikan Hias Air Tawar,61710,61710000
2021,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,PLATI,Ikan Hias Air Tawar,22105,44210000
2021,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,CUPANG,Ikan Hias Air Tawar,89480,1065400000
2021,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,GUPI,Ikan Hias Air Tawar,12780,95680000
2021,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,TETRA,Ikan Hias Air Tawar,100,1000000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,ANGELFISH,Ikan Hias Air Tawar,847561,2542683000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,ARWANA,Ikan Hias Air Tawar,1243,248600000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,BARBUS,Ikan Hias Air Tawar,21850,109250000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,BLACK GHOST,Ikan Hias Air Tawar,192292,961460000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,BOTIA,Ikan Hias Air Tawar,36282,544230000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,CUPANG,Ikan Hias Air Tawar,1732350,34647000000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,GUPI,Ikan Hias Air Tawar,803058,3646440000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,IKAN UDANG,Ikan Hias Air Tawar,24290,143350000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEPE-KEPE,Ikan Hias Air Tawar,179077,24175395000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KOKI,Ikan Hias Air Tawar,967696,16753805000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,LOHAN,Ikan Hias Air Tawar,9830,521500000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,MAS,Ikan Hias Air Tawar,193166,4471810000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,MOLI,Ikan Hias Air Tawar,29400,79900000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,OSKAR,Ikan Hias Air Tawar,362070,1086210000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PLATI,Ikan Hias Air Tawar,605695,1817085000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,SILVER DOLAR,Ikan Hias Air Tawar,9950,39800000
2021,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,TETRA,Ikan Hias Air Tawar,653460,3158400000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,ANGELFISH,Ikan Hias Air Tawar,1232253,2464506000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,BLACK GHOST,Ikan Hias Air Tawar,548713,2743565000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,BOTIA,Ikan Hias Air Tawar,86707,173414000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CUPANG,Ikan Hias Air Tawar,1952922,19529220000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,GUPI,Ikan Hias Air Tawar,2107034,6321102000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,IKAN UDANG,Ikan Hias Air Tawar,1180,2360000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,KAKAP,Ikan Hias Air Tawar,4195,62925000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,KEPE-KEPE,Ikan Hias Air Tawar,452858,9057160000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,KOKI,Ikan Hias Air Tawar,315,630000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,LELE,Ikan Hias Air Tawar,99694,199388000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,LOBSTER TAWAR,Ikan Hias Air Tawar,18550,55650000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,LOHAN,Ikan Hias Air Tawar,1416,70800000
2021,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,MAS,Ikan Hias Air Tawar,249593,2205995000
