Data Statistik Produksi Perikanan Budi Daya Ikan Hias
Tahun,Provinsi,Kabupaten/Kota,Kelompok Ikan,Jenis Ikan Hias,Volume Produksi (Ekor),Nilai Produksi (Rp Juta)
2023,RIAU,INDRAGIRI HILIR,KOMET,Ikan Hias Air Tawar,55360,1107200000
2023,RIAU,INDRAGIRI HILIR,PLATI,Ikan Hias Air Tawar,67010,1005150000
2023,RIAU,KOTA PEKANBARU,ANGELFISH,Ikan Hias Air Tawar,116460,873450000
2023,RIAU,KOTA PEKANBARU,ARWANA,Ikan Hias Air Tawar,75442,63497375000
2023,RIAU,KOTA PEKANBARU,BLACK GHOST,Ikan Hias Air Tawar,14710,161810000
2023,RIAU,KOTA PEKANBARU,BOTIA,Ikan Hias Air Tawar,885,37170000
2023,RIAU,KOTA PEKANBARU,CUPANG,Ikan Hias Air Tawar,150602,828311000
2023,RIAU,KOTA PEKANBARU,GUPI,Ikan Hias Air Tawar,67343,134686000
2023,RIAU,KOTA PEKANBARU,GURAMI,Ikan Hias Air Tawar,170,595000
2023,RIAU,KOTA PEKANBARU,KAKAP,Ikan Hias Air Tawar,12,150000
2023,RIAU,KOTA PEKANBARU,KEPE-KEPE,Ikan Hias Air Tawar,80,20000000
2023,RIAU,KOTA PEKANBARU,KOKI,Ikan Hias Air Tawar,16611,24916500
2023,RIAU,KOTA PEKANBARU,LELE,Ikan Hias Air Tawar,1130,2429500
2023,RIAU,KOTA PEKANBARU,LOHAN,Ikan Hias Air Tawar,477,16695000
2023,RIAU,KOTA PEKANBARU,MAS,Ikan Hias Air Tawar,147467,4435560000
2023,RIAU,KOTA PEKANBARU,MOLI,Ikan Hias Air Tawar,58990,147475000
2023,RIAU,KOTA PEKANBARU,OSKAR,Ikan Hias Air Tawar,8218,123270000
2023,RIAU,KOTA PEKANBARU,PLATI,Ikan Hias Air Tawar,130787,653935000
2023,RIAU,KOTA PEKANBARU,SELUANG,Ikan Hias Air Tawar,228860,801010000
2023,RIAU,KOTA PEKANBARU,TETRA,Ikan Hias Air Tawar,19056,57168000
2023,RIAU,KUANTAN SINGINGI,CUPANG,Ikan Hias Air Tawar,1289,6445000
2023,RIAU,KUANTAN SINGINGI,GUPI,Ikan Hias Air Tawar,6268,31340000
2023,RIAU,KUANTAN SINGINGI,KOMET,Ikan Hias Air Tawar,575,2875000
2023,RIAU,KUANTAN SINGINGI,MOLI,Ikan Hias Air Tawar,1753,8765000
2023,RIAU,KUANTAN SINGINGI,PLATI,Ikan Hias Air Tawar,888,4440000
2023,RIAU,PELALAWAN,CUPANG,Ikan Hias Air Tawar,17925,179250000
2023,RIAU,PELALAWAN,GUPI,Ikan Hias Air Tawar,925,4625000
2023,RIAU,PELALAWAN,LOHAN,Ikan Hias Air Tawar,200,5000000
2023,RIAU,PELALAWAN,MAS,Ikan Hias Air Tawar,1500,30000000
2023,RIAU,PELALAWAN,PLATI,Ikan Hias Air Tawar,700,2100000
2023,RIAU,ROKAN HILIR,ARWANA,Ikan Hias Air Tawar,105,78750000
2023,SULAWESI BARAT,POLEWALI MANDAR,CUPANG,Ikan Hias Air Tawar,2475,12375000
2023,SULAWESI BARAT,POLEWALI MANDAR,GUPI,Ikan Hias Air Tawar,1719,5157000
2023,SULAWESI BARAT,POLEWALI MANDAR,KOMET,Ikan Hias Air Tawar,2334,7002000
2023,SULAWESI BARAT,POLEWALI MANDAR,LOHAN,Ikan Hias Air Tawar,1482,74100000
2023,SULAWESI BARAT,POLEWALI MANDAR,MAS,Ikan Hias Air Tawar,3009,60180000
2023,SULAWESI BARAT,POLEWALI MANDAR,MOLI,Ikan Hias Air Tawar,2511,7533000
2023,SULAWESI SELATAN,BANTAENG,BARBUS,Ikan Hias Air Tawar,149,745000
2023,SULAWESI SELATAN,BANTAENG,BLACK GHOST,Ikan Hias Air Tawar,584,2920000
2023,SULAWESI SELATAN,BANTAENG,CUPANG,Ikan Hias Air Tawar,1004,10040000
2023,SULAWESI SELATAN,BANTAENG,GUPI,Ikan Hias Air Tawar,860,4300000
2023,SULAWESI SELATAN,BANTAENG,KAKAP,Ikan Hias Air Tawar,665,3325000
2023,SULAWESI SELATAN,BANTAENG,KOKI,Ikan Hias Air Tawar,867,8670000
2023,SULAWESI SELATAN,BANTAENG,KOMET,Ikan Hias Air Tawar,974,4870000
2023,SULAWESI SELATAN,BANTAENG,LELE,Ikan Hias Air Tawar,893,8930000
2023,SULAWESI SELATAN,BANTAENG,LOHAN,Ikan Hias Air Tawar,22,1100000
2023,SULAWESI SELATAN,BANTAENG,MAS,Ikan Hias Air Tawar,3506,35060000
2023,SULAWESI SELATAN,BANTAENG,MOLI,Ikan Hias Air Tawar,626,3130000
2023,SULAWESI SELATAN,BANTAENG,PLATI,Ikan Hias Air Tawar,747,3735000
2023,SULAWESI SELATAN,BANTAENG,TETRA,Ikan Hias Air Tawar,907,6229000
2023,SULAWESI SELATAN,BONE,CUPANG,Ikan Hias Air Tawar,2400,36000000
2023,SULAWESI SELATAN,BONE,GUPI,Ikan Hias Air Tawar,42500,127500000
2023,SULAWESI SELATAN,BONE,KOKI,Ikan Hias Air Tawar,66000,4950000000
2023,SULAWESI SELATAN,BULUKUMBA,KOKI,Ikan Hias Air Tawar,2923,5846000
2023,SULAWESI SELATAN,BULUKUMBA,KOMET,Ikan Hias Air Tawar,4986,14958000
2023,SULAWESI SELATAN,BULUKUMBA,MAS,Ikan Hias Air Tawar,37303,373030000
2023,SULAWESI SELATAN,ENREKANG,CUPANG,Ikan Hias Air Tawar,8322,83220000
2023,SULAWESI SELATAN,ENREKANG,MAS,Ikan Hias Air Tawar,5855,29275000
2023,SULAWESI SELATAN,GOWA,KOMET,Ikan Hias Air Tawar,161000,322000000
2023,SULAWESI SELATAN,GOWA,MAS,Ikan Hias Air Tawar,1002300,2004600000
2023,SULAWESI SELATAN,JENEPONTO,MAS,Ikan Hias Air Tawar,12865,96487500
2023,SULAWESI SELATAN,KOTA MAKASSAR,CUPANG,Ikan Hias Air Tawar,1482507,7412535000
2023,SULAWESI SELATAN,KOTA MAKASSAR,KOKI,Ikan Hias Air Tawar,129529,647645000
2023,SULAWESI SELATAN,KOTA MAKASSAR,KOMET,Ikan Hias Air Tawar,1229149,6145745000
2023,SULAWESI SELATAN,KOTA MAKASSAR,MAS,Ikan Hias Air Tawar,97178,485890000
2023,SULAWESI SELATAN,KOTA PARE PARE,MAS,Ikan Hias Air Tawar,4685,12925000
2023,SULAWESI SELATAN,LUWU TIMUR,GUPI,Ikan Hias Air Tawar,160,2400000
2023,SULAWESI SELATAN,LUWU TIMUR,KOMET,Ikan Hias Air Tawar,135,675000
2023,SULAWESI SELATAN,LUWU TIMUR,MAS,Ikan Hias Air Tawar,8155,81550000
2023,SULAWESI SELATAN,MAROS,CUPANG,Ikan Hias Air Tawar,14400,144000000
2023,SULAWESI SELATAN,MAROS,KOKI,Ikan Hias Air Tawar,37000,111000000
2023,SULAWESI SELATAN,MAROS,KOMET,Ikan Hias Air Tawar,24700,74100000
2023,SULAWESI SELATAN,MAROS,LOBSTER TAWAR,Ikan Hias Air Tawar,18000,180000000
2023,SULAWESI SELATAN,MAROS,MAS,Ikan Hias Air Tawar,148200,507000000
2023,SULAWESI SELATAN,PINRANG,CUPANG,Ikan Hias Air Tawar,380000,570000000
2023,SULAWESI SELATAN,PINRANG,GUPI,Ikan Hias Air Tawar,106000,106000000
2023,SULAWESI SELATAN,PINRANG,KOKI,Ikan Hias Air Tawar,646000,646000000
2023,SULAWESI SELATAN,PINRANG,KOMET,Ikan Hias Air Tawar,345000,517500000
2023,SULAWESI SELATAN,PINRANG,MAS,Ikan Hias Air Tawar,246000,246000000
2023,SULAWESI SELATAN,SIDENRENG RAPPANG,MAS,Ikan Hias Air Tawar,108406,1084060000
2023,SULAWESI SELATAN,SOPPENG,MAS,Ikan Hias Air Tawar,246000,1230000000
2023,SULAWESI SELATAN,WAJO,KOMET,Ikan Hias Air Tawar,3043000,60860000000
2023,SULAWESI SELATAN,WAJO,MAS,Ikan Hias Air Tawar,3812000,171540000000
2023,SULAWESI TENGAH,POSO,CUPANG,Ikan Hias Air Tawar,28797,575940000
2023,SULAWESI TENGAH,POSO,KOKI,Ikan Hias Air Tawar,25838,645950000
2023,SULAWESI TENGAH,POSO,MAS,Ikan Hias Air Tawar,23695,1184750000
2023,SULAWESI TENGGARA,KOLAKA TIMUR,MAS,Ikan Hias Air Tawar,7380,36900000
2023,SULAWESI TENGGARA,KONAWE,MAS,Ikan Hias Air Tawar,2259267,22592670000
2023,SULAWESI TENGGARA,KONAWE SELATAN,MAS,Ikan Hias Air Tawar,130950,1964250000
2023,SULAWESI TENGGARA,KOTA KENDARI,KOKI,Ikan Hias Air Tawar,24737,989480000
2023,SULAWESI TENGGARA,KOTA KENDARI,MAS,Ikan Hias Air Tawar,8096,283360000
2023,SULAWESI TENGGARA,KOTA KENDARI,MOLI,Ikan Hias Air Tawar,6269,188070000
2023,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MAS,Ikan Hias Air Tawar,1503,90180000
2023,SULAWESI UTARA,KEPULAUAN SANGIHE,MAS,Ikan Hias Air Tawar,146,1168000
2023,SULAWESI UTARA,KOTA KOTAMOBAGU,KOKI,Ikan Hias Air Tawar,276,6900000
2023,SULAWESI UTARA,KOTA KOTAMOBAGU,MAS,Ikan Hias Air Tawar,1104,27600000
2023,SULAWESI UTARA,KOTA TOMOHON,KOKI,Ikan Hias Air Tawar,790,3950000
2023,SULAWESI UTARA,KOTA TOMOHON,MAS,Ikan Hias Air Tawar,9578,191560000
2023,SULAWESI UTARA,MINAHASA,KOKI,Ikan Hias Air Tawar,16000,400000000
2023,SULAWESI UTARA,MINAHASA,KOMET,Ikan Hias Air Tawar,8000,80000000
2023,SULAWESI UTARA,MINAHASA,MAS,Ikan Hias Air Tawar,200000,2000000000
2023,SULAWESI UTARA,MINAHASA UTARA,CUPANG,Ikan Hias Air Tawar,300,4500000
2023,SULAWESI UTARA,MINAHASA UTARA,GUPI,Ikan Hias Air Tawar,800,60000000
2023,SULAWESI UTARA,MINAHASA UTARA,MOLI,Ikan Hias Air Tawar,2000,6000000
2023,SULAWESI UTARA,MINAHASA UTARA,PLATI,Ikan Hias Air Tawar,2000,6000000
2023,SUMATERA BARAT,AGAM,CUPANG,Ikan Hias Air Tawar,239200,2392000000
2023,SUMATERA BARAT,AGAM,GUPI,Ikan Hias Air Tawar,36400,36400000
2023,SUMATERA BARAT,AGAM,KOMET,Ikan Hias Air Tawar,12600,25200000
2023,SUMATERA BARAT,AGAM,MAS,Ikan Hias Air Tawar,243200,4864000000
2023,SUMATERA BARAT,AGAM,MOLI,Ikan Hias Air Tawar,35800,28640000
2023,SUMATERA BARAT,AGAM,PLATI,Ikan Hias Air Tawar,60600,48480000
2023,SUMATERA BARAT,KOTA BUKITTINGGI,KOKI,Ikan Hias Air Tawar,3974,5961000
2023,SUMATERA BARAT,KOTA BUKITTINGGI,KOMET,Ikan Hias Air Tawar,7309,7309000
2023,SUMATERA BARAT,KOTA BUKITTINGGI,MAS,Ikan Hias Air Tawar,11524,17286000
2023,SUMATERA BARAT,KOTA PARIAMAN,ANGELFISH,Ikan Hias Air Tawar,1110,3330000
2023,SUMATERA BARAT,KOTA PARIAMAN,CUPANG,Ikan Hias Air Tawar,20350,101750000
2023,SUMATERA BARAT,KOTA PARIAMAN,GUPI,Ikan Hias Air Tawar,10710,10710000
2023,SUMATERA BARAT,KOTA PARIAMAN,MOLI,Ikan Hias Air Tawar,555,555000
2023,SUMATERA BARAT,KOTA PAYAKUMBUH,CUPANG,Ikan Hias Air Tawar,128099,711595000
2023,SUMATERA BARAT,KOTA PAYAKUMBUH,GUPI,Ikan Hias Air Tawar,88800,266400000
2023,SUMATERA BARAT,KOTA PAYAKUMBUH,PLATI,Ikan Hias Air Tawar,65997,197991000
2023,SUMATERA BARAT,KOTA SOLOK,CUPANG,Ikan Hias Air Tawar,870,6090000
2023,SUMATERA BARAT,KOTA SOLOK,GUPI,Ikan Hias Air Tawar,1630,2445000
2023,SUMATERA BARAT,KOTA SOLOK,MAS,Ikan Hias Air Tawar,6270,51905000
2023,SUMATERA BARAT,KOTA SOLOK,MOLI,Ikan Hias Air Tawar,700,1050000
2023,SUMATERA BARAT,KOTA SOLOK,PLATI,Ikan Hias Air Tawar,1970,2955000
2023,SUMATERA BARAT,LIMA PULUH KOTA,CUPANG,Ikan Hias Air Tawar,257100,1285500000
2023,SUMATERA BARAT,LIMA PULUH KOTA,GURAMI,Ikan Hias Air Tawar,4617100,17684800000
2023,SUMATERA BARAT,LIMA PULUH KOTA,KOKI,Ikan Hias Air Tawar,335900,671800000
2023,SUMATERA BARAT,LIMA PULUH KOTA,KOMET,Ikan Hias Air Tawar,3257350,6514700000
2023,SUMATERA BARAT,LIMA PULUH KOTA,MAS,Ikan Hias Air Tawar,19351800,96759000000
2023,SUMATERA BARAT,LIMA PULUH KOTA,MOLI,Ikan Hias Air Tawar,43450,34760000
2023,SUMATERA BARAT,LIMA PULUH KOTA,PLATI,Ikan Hias Air Tawar,49300,39440000
2023,SUMATERA BARAT,PADANG PARIAMAN,CUPANG,Ikan Hias Air Tawar,23400,351000000
2023,SUMATERA BARAT,PADANG PARIAMAN,GUPI,Ikan Hias Air Tawar,25170,125850000
2023,SUMATERA BARAT,PADANG PARIAMAN,KOKI,Ikan Hias Air Tawar,20100,201000000
2023,SUMATERA BARAT,PADANG PARIAMAN,MAS,Ikan Hias Air Tawar,23140,115700000
2023,SUMATERA BARAT,PADANG PARIAMAN,MOLI,Ikan Hias Air Tawar,6960,69600000
2023,SUMATERA BARAT,PADANG PARIAMAN,PLATI,Ikan Hias Air Tawar,7330,36650000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,ANGELFISH,Ikan Hias Air Tawar,27500,82500000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,CUPANG,Ikan Hias Air Tawar,53000,530000000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,GUPI,Ikan Hias Air Tawar,55000,165000000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,JELAWAT,Ikan Hias Air Tawar,34000,102000000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,KOKI,Ikan Hias Air Tawar,38000,380000000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,KOMET,Ikan Hias Air Tawar,29500,147500000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,MAS,Ikan Hias Air Tawar,85000,2550000000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,MOLI,Ikan Hias Air Tawar,24500,73500000
2023,SUMATERA SELATAN,KOTA LUBUK LINGGAU,PLATI,Ikan Hias Air Tawar,25500,76500000
2023,SUMATERA SELATAN,KOTA PAGAR ALAM,CUPANG,Ikan Hias Air Tawar,1812,9060000
2023,SUMATERA SELATAN,KOTA PAGAR ALAM,KOKI,Ikan Hias Air Tawar,3182,31820000
2023,SUMATERA SELATAN,KOTA PAGAR ALAM,KOMET,Ikan Hias Air Tawar,4257,42570000
2023,SUMATERA SELATAN,KOTA PAGAR ALAM,LOBSTER TAWAR,Ikan Hias Air Tawar,1756,8780000
2023,SUMATERA SELATAN,KOTA PAGAR ALAM,MAS,Ikan Hias Air Tawar,6517,97755000
2023,SUMATERA SELATAN,KOTA PALEMBANG,CUPANG,Ikan Hias Air Tawar,84460,422300000
2023,SUMATERA SELATAN,KOTA PALEMBANG,KOKI,Ikan Hias Air Tawar,173795,2606925000
2023,SUMATERA SELATAN,KOTA PALEMBANG,MAS,Ikan Hias Air Tawar,139700,2095500000
2023,SUMATERA SELATAN,KOTA PRABUMULIH,CUPANG,Ikan Hias Air Tawar,13000,65000000
2023,SUMATERA SELATAN,MUARA ENIM,ANGELFISH,Ikan Hias Air Tawar,35789,178945000
2023,SUMATERA SELATAN,MUARA ENIM,CUPANG,Ikan Hias Air Tawar,72059,360295000
2023,SUMATERA SELATAN,MUARA ENIM,GUPI,Ikan Hias Air Tawar,39697,198485000
2023,SUMATERA SELATAN,MUARA ENIM,GURAMI,Ikan Hias Air Tawar,4512,22560000
2023,SUMATERA SELATAN,MUARA ENIM,KOKI,Ikan Hias Air Tawar,26451,132255000
2023,SUMATERA SELATAN,MUARA ENIM,KOMET,Ikan Hias Air Tawar,22058,110290000
2023,SUMATERA SELATAN,MUARA ENIM,LOHAN,Ikan Hias Air Tawar,104,5200000
2023,SUMATERA SELATAN,MUARA ENIM,PLATI,Ikan Hias Air Tawar,40300,120900000
2023,SUMATERA SELATAN,MUSI RAWAS,KOKI,Ikan Hias Air Tawar,425330,4697480000
2023,SUMATERA SELATAN,MUSI RAWAS,KOMET,Ikan Hias Air Tawar,874400,2186000000
2023,SUMATERA SELATAN,MUSI RAWAS,MAS,Ikan Hias Air Tawar,3475510,126043700000
2023,SUMATERA SELATAN,MUSI RAWAS UTARA,CUPANG,Ikan Hias Air Tawar,45500,318500000
2023,SUMATERA SELATAN,MUSI RAWAS UTARA,MAS,Ikan Hias Air Tawar,30850,154250000
2023,SUMATERA SELATAN,OGAN ILIR,ANGELFISH,Ikan Hias Air Tawar,18400,46000000
2023,SUMATERA SELATAN,OGAN ILIR,CUPANG,Ikan Hias Air Tawar,96000,960000000
2023,SUMATERA SELATAN,OGAN ILIR,GUPI,Ikan Hias Air Tawar,14500,29000000
2023,SUMATERA SELATAN,OGAN ILIR,GURAMI,Ikan Hias Air Tawar,5200,5200000
2023,SUMATERA SELATAN,OGAN ILIR,KOKI,Ikan Hias Air Tawar,4796,9592000
2023,SUMATERA SELATAN,OGAN ILIR,KOMET,Ikan Hias Air Tawar,5452,10904000
2023,SUMATERA SELATAN,OGAN ILIR,MOLI,Ikan Hias Air Tawar,700,800000
2023,SUMATERA SELATAN,OGAN ILIR,OSKAR,Ikan Hias Air Tawar,100,200000
2023,SUMATERA SELATAN,OGAN ILIR,PLATI,Ikan Hias Air Tawar,18500,18500000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,ANGELFISH,Ikan Hias Air Tawar,26250,131250000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,CUPANG,Ikan Hias Air Tawar,84790,847900000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,GUPI,Ikan Hias Air Tawar,78500,235500000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,KOKI,Ikan Hias Air Tawar,3650,18250000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,KOMET,Ikan Hias Air Tawar,5770,28850000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,LOHAN,Ikan Hias Air Tawar,2650,132500000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,MOLI,Ikan Hias Air Tawar,5240,12820000
2023,SUMATERA SELATAN,OGAN KOMERING ULU,PLATI,Ikan Hias Air Tawar,26850,53550000
2023,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,CUPANG,Ikan Hias Air Tawar,17250,172500000
2023,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,GUPI,Ikan Hias Air Tawar,12000,72000000
2023,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,KOMET,Ikan Hias Air Tawar,15000,90000000
2023,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,MAS,Ikan Hias Air Tawar,12000,120000000
2023,SUMATERA UTARA,BATU BARA,CUPANG,Ikan Hias Air Tawar,61620,352841500
2023,SUMATERA UTARA,BATU BARA,GUPI,Ikan Hias Air Tawar,57380,149188000
2023,SUMATERA UTARA,DELI SERDANG,ANGELFISH,Ikan Hias Air Tawar,30400,304000000
2023,SUMATERA UTARA,DELI SERDANG,CUPANG,Ikan Hias Air Tawar,81536,1467648000
2023,SUMATERA UTARA,DELI SERDANG,GUPI,Ikan Hias Air Tawar,6400,64000000
2023,SUMATERA UTARA,DELI SERDANG,GURAMI,Ikan Hias Air Tawar,463000,1389000000
2023,SUMATERA UTARA,DELI SERDANG,KOKI,Ikan Hias Air Tawar,28620437,143102185000
2023,SUMATERA UTARA,DELI SERDANG,KOMET,Ikan Hias Air Tawar,10295826,51479130000
2023,SUMATERA UTARA,DELI SERDANG,MAS,Ikan Hias Air Tawar,25452187,305426244000
2023,SUMATERA UTARA,DELI SERDANG,MOLI,Ikan Hias Air Tawar,157400,787000000
2023,SUMATERA UTARA,DELI SERDANG,TETRA,Ikan Hias Air Tawar,5900,41300000
2023,SUMATERA UTARA,KOTA BINJAI,ANGELFISH,Ikan Hias Air Tawar,710,4260000
2023,SUMATERA UTARA,KOTA BINJAI,BLACK GHOST,Ikan Hias Air Tawar,580,4060000
2023,SUMATERA UTARA,KOTA BINJAI,CUPANG,Ikan Hias Air Tawar,827738,3111911500
2023,SUMATERA UTARA,KOTA BINJAI,KEPE-KEPE,Ikan Hias Air Tawar,6300,346500000
2023,SUMATERA UTARA,KOTA BINJAI,KOKI,Ikan Hias Air Tawar,96316,481580000
2023,SUMATERA UTARA,KOTA BINJAI,KOMET,Ikan Hias Air Tawar,74280,371400000
2023,SUMATERA UTARA,KOTA BINJAI,MAS,Ikan Hias Air Tawar,687346,8248152000
2023,SUMATERA UTARA,KOTA BINJAI,MOLI,Ikan Hias Air Tawar,333079,999237000
2023,SUMATERA UTARA,KOTA BINJAI,TETRA,Ikan Hias Air Tawar,4260,21300000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,CUPANG,Ikan Hias Air Tawar,1953,48825000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,GUPI,Ikan Hias Air Tawar,596,11920000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,KOKI,Ikan Hias Air Tawar,797,23910000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,KOMET,Ikan Hias Air Tawar,674,13480000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,MAS,Ikan Hias Air Tawar,842,21050000
2023,SUMATERA UTARA,KOTA TEBING TINGGI,PLATI,Ikan Hias Air Tawar,772,13896000
2023,SUMATERA UTARA,NIAS,ANGELFISH,Ikan Hias Air Tawar,1050,4125000
2023,SUMATERA UTARA,NIAS,MAS,Ikan Hias Air Tawar,4450,32500000
2023,SUMATERA UTARA,TAPANULI TENGAH,CUPANG,Ikan Hias Air Tawar,2050,10250000
2023,SUMATERA UTARA,TAPANULI TENGAH,MAS,Ikan Hias Air Tawar,580,20300000
2022,ACEH,PIDIE,CUPANG,Ikan Hias Air Tawar,13885,208275000
2022,ACEH,PIDIE,GUPI,Ikan Hias Air Tawar,11350,56750000
2022,ACEH,PIDIE,MAS,Ikan Hias Air Tawar,43200,864000000
2022,ACEH,PIDIE,MOLI,Ikan Hias Air Tawar,23320,290150000
2022,ACEH,PIDIE,PLATI,Ikan Hias Air Tawar,10520,130400000
2022,BALI,BADUNG,ANGELFISH,Ikan Hias Air Tawar,440,1760000
2022,BALI,BADUNG,ARWANA,Ikan Hias Air Tawar,110,22000000
2022,BALI,BANGLI,KOKI,Ikan Hias Air Tawar,14000,420000000
2022,BALI,BANGLI,KOMET,Ikan Hias Air Tawar,3000,15000000
2022,BALI,BANGLI,MAS,Ikan Hias Air Tawar,49700,1256500000
2022,BALI,BULELENG,KOMET,Ikan Hias Air Tawar,4288,6167600
2022,BALI,BULELENG,MAS,Ikan Hias Air Tawar,16972,339440000
2022,BALI,KARANGASEM,KOMET,Ikan Hias Air Tawar,1750,14000000
2022,BALI,KARANGASEM,MAS,Ikan Hias Air Tawar,18500,92500000
2022,BALI,KOTA DENPASAR,KOKI,Ikan Hias Air Tawar,2200,330000000
2022,BALI,KOTA DENPASAR,KOMET,Ikan Hias Air Tawar,9250,18500000
2022,BALI,KOTA DENPASAR,MAS,Ikan Hias Air Tawar,28800,86400000
2022,BALI,TABANAN,MAS,Ikan Hias Air Tawar,109905,439620000
2022,BANTEN,KOTA SERANG,CUPANG,Ikan Hias Air Tawar,14771,2215650000
2022,BANTEN,KOTA SERANG,GUPI,Ikan Hias Air Tawar,1778,169520000
2022,BANTEN,KOTA SERANG,MAS,Ikan Hias Air Tawar,1337,150900000
2022,BANTEN,KOTA TANGERANG,ANGELFISH,Ikan Hias Air Tawar,1405,8430000
2022,BANTEN,KOTA TANGERANG,BLACK GHOST,Ikan Hias Air Tawar,175500,4842500000
2022,BANTEN,KOTA TANGERANG,CUPANG,Ikan Hias Air Tawar,500134,4001072000
2022,BANTEN,KOTA TANGERANG,GUPI,Ikan Hias Air Tawar,113349,396721500
2022,BANTEN,KOTA TANGERANG,LOBSTER TAWAR,Ikan Hias Air Tawar,56293,138029000
2022,BANTEN,KOTA TANGERANG,PLATI,Ikan Hias Air Tawar,18844,24208000
2022,BANTEN,KOTA TANGERANG SELATAN,ANGELFISH,Ikan Hias Air Tawar,12000,30000000
2022,BANTEN,KOTA TANGERANG SELATAN,BLACK GHOST,Ikan Hias Air Tawar,1490000,2235000000
2022,BANTEN,KOTA TANGERANG SELATAN,CUPANG,Ikan Hias Air Tawar,74300,1114500000
2022,BANTEN,KOTA TANGERANG SELATAN,GUPI,Ikan Hias Air Tawar,6310,7887500
2022,BANTEN,KOTA TANGERANG SELATAN,GURAMI,Ikan Hias Air Tawar,510000,255000000
2022,BANTEN,KOTA TANGERANG SELATAN,KEPE-KEPE,Ikan Hias Air Tawar,24300,1215000000
2022,BANTEN,KOTA TANGERANG SELATAN,KOKI,Ikan Hias Air Tawar,3330,249750000
2022,BANTEN,KOTA TANGERANG SELATAN,LOHAN,Ikan Hias Air Tawar,5100,510000000
2022,BANTEN,KOTA TANGERANG SELATAN,MAS,Ikan Hias Air Tawar,19400,582000000
2022,BANTEN,KOTA TANGERANG SELATAN,MOLI,Ikan Hias Air Tawar,2700,405000
2022,BANTEN,KOTA TANGERANG SELATAN,RAINBOW,Ikan Hias Air Tawar,66550,99825000
2022,BANTEN,KOTA TANGERANG SELATAN,SIKLID,Ikan Hias Air Tawar,4260,2556000
2022,BANTEN,KOTA TANGERANG SELATAN,TETRA,Ikan Hias Air Tawar,2271000,13289850000
2022,BANTEN,LEBAK,CUPANG,Ikan Hias Air Tawar,7960,398000000
2022,BANTEN,PANDEGLANG,ARWANA,Ikan Hias Air Tawar,1505,301000000
2022,BANTEN,PANDEGLANG,CUPANG,Ikan Hias Air Tawar,92671,1390065000
2022,BANTEN,PANDEGLANG,KOMET,Ikan Hias Air Tawar,117467,1174670000
2022,BANTEN,PANDEGLANG,MAS,Ikan Hias Air Tawar,80253,1203795000
2022,BANTEN,TANGERANG,ANGELFISH,Ikan Hias Air Tawar,24940,249400000
2022,BANTEN,TANGERANG,BARBUS,Ikan Hias Air Tawar,49550,49550000
2022,BANTEN,TANGERANG,BOTIA,Ikan Hias Air Tawar,39850,298875000
2022,BANTEN,TANGERANG,CUPANG,Ikan Hias Air Tawar,45800,687000000
2022,BANTEN,TANGERANG,GUPI,Ikan Hias Air Tawar,651775,1955325000
2022,BANTEN,TANGERANG,KEPE-KEPE,Ikan Hias Air Tawar,8080,580000000
2022,BANTEN,TANGERANG,KOKI,Ikan Hias Air Tawar,898750,13481250000
2022,BANTEN,TANGERANG,LOHAN,Ikan Hias Air Tawar,24230,1411350000
2022,BANTEN,TANGERANG,MAS,Ikan Hias Air Tawar,23250,1031250000
2022,BANTEN,TANGERANG,MOLI,Ikan Hias Air Tawar,60480,151200000
2022,BANTEN,TANGERANG,OSKAR,Ikan Hias Air Tawar,7535,339075000
2022,BANTEN,TANGERANG,PLATI,Ikan Hias Air Tawar,45604,45604000
2022,BANTEN,TANGERANG,SIKLID,Ikan Hias Air Tawar,20641,722435000
2022,BENGKULU,BENGKULU SELATAN,MAS,Ikan Hias Air Tawar,39500,276500000
2022,BENGKULU,BENGKULU UTARA,KOKI,Ikan Hias Air Tawar,844,5908000
